scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size,fund_age,fund_manager,sortino,alpha,standard_deviation,beta,sharpe,risk_level,amc_name,rating,return_1yr,return_3yr,return_5yr,risk_adjusted_score,cost_efficiency,stability_score,experience_factor,category_Equity,category_Hybrid,category_Other,category_Solution Oriented,sub_category_Arbitrage Mutual Funds,sub_category_Banking and PSU Mutual Funds,sub_category_Childrens Funds,sub_category_Conservative Hybrid Mutual Funds,sub_category_Contra Funds,sub_category_Corporate Bond Mutual Funds,sub_category_Credit Risk Funds,sub_category_Dividend Yield Funds,sub_category_Dynamic Asset Allocation or Balanced Advantage,sub_category_Dynamic Bond,sub_category_ELSS Mutual Funds,sub_category_Equity Savings Mutual Funds,sub_category_Fixed Maturity Plans,sub_category_Flexi Cap Funds,sub_category_Floater Mutual Funds,sub_category_FoFs Domestic,sub_category_FoFs Overseas,sub_category_Focused Funds,sub_category_Gilt Mutual Funds,sub_category_Index Funds,sub_category_Large & Mid Cap Funds,sub_category_Large Cap Mutual Funds,sub_category_Liquid Mutual Funds,sub_category_Low Duration Funds,sub_category_Medium Duration Funds,sub_category_Medium to Long Duration Funds,sub_category_Mid Cap Mutual Funds,sub_category_Money Market Funds,sub_category_Multi Asset Allocation Mutual Funds,sub_category_Multi Cap Funds,sub_category_Overnight Mutual Funds,sub_category_Retirement Funds,sub_category_Sectoral / Thematic Mutual Funds,sub_category_Short Duration Funds,sub_category_Small Cap Mutual Funds,sub_category_Ultra Short Duration Funds,sub_category_Value Funds,amc_name_encoded
Sundaram Tax Savings Fund,-0.10995788207717416,-1.0713053680231932,2.244800918914041,-0.4351410500740748,0.6428817921498922,Sudhir Kedia,0.47066555870699345,-0.19300958436040824,0.7770059338116809,0.144406561650854,0.5441912373376565,6,Sundaram Mutual Fund,3,1.2,27.7,9.9,0.5079550030949461,-0.5017253469193009,-0.5383221029579031,-0.11555174717521315,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32
Sundaram Ultra Short Duration Fund,3.995381511542047,-0.8611253562442248,-1.1269964958211767,-0.36154228056483984,0.6428817921498922,Sandeep Agarwal,1.6406247689253493,-0.07471141140156268,-1.323382773579626,0.30550844746716577,1.2645492899291564,3,Sundaram Mutual Fund,3,5.7,4.7,4.5,1.5845965584895645,-0.20348978254030206,2.134111302020278,0.01570180303732088,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,32
Tata Arbitrage Fund,-1.0678704072549925,0.8203147379875227,-0.8937274922860358,0.32756818996457354,-1.6892273297179927,Sailesh Jain,-0.5133398697548028,-0.1366771210466723,-1.2837269972030976,-0.3849282060313138,0.3105615986593325,1,Tata Mutual Fund,5,5.7,5.0,8.9,-0.2880725298829905,-0.44867617256320846,1.0698374953398038,-0.4168098957582672,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Tata Balanced Advantage Fund,-1.0678704072549925,0.8203147379875227,-0.8937274922860358,0.3994873195057554,-1.6892273297179927,RahulSingh,1.067267275175956,0.3872147877710721,-0.22396055955448887,-0.6611028674307056,0.9530431050247238,4,Tata Mutual Fund,4,5.8,18.7,8.9,1.0691830479283104,0.776809598587211,-0.46939744918537735,-0.18430360681034996,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Tata Banking & Financial Services Fund,-1.0678704072549925,0.8203147379875227,-0.2363330277779117,-0.38291951652187906,-0.5231727687840503,Sonam Udasi,-0.33513416223809944,-0.22962568551433657,1.527730803836308,-0.10875354463192176,-0.39032731737564036,6,Tata Mutual Fund,4,11.9,23.2,12.6,-0.3625211480751715,0.08896108174903916,-0.5589412948181958,-0.3071194287949352,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,33
Tata Banking & PSU Debt Fund,-1.0678704072549925,0.8203147379875227,-0.9997588575292817,-0.5371410044976618,-2.07791218336264,Amit Somani,-0.738034022710646,0.5871950325348347,-1.0745085908027916,2.2847601874961403,-0.6044878194974376,2,Tata Mutual Fund,3,4.0,6.9,8.9,-0.7233106054680493,-0.14454685122006153,-0.06302533470973236,-0.23649251844247654,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Tata Digital India Fund,-1.0678704072549925,0.8203147379875227,-0.8301086731400883,0.4558316057068087,-0.5231727687840503,Meeta Shetty,-0.26540149407938957,1.0378547390447226,1.728744566848367,0.144406561650854,0.3300307352158595,6,Tata Mutual Fund,0,-11.924,39.0,20.560000000000002,-0.09908757601053073,2.255078931367186,-0.5627754481194727,0.6772821977990694,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,33
Tata Equity P/E Fund,-1.0678704072549925,0.8203147379875227,0.4422677097788618,0.2044963886690479,0.6428817921498922,Sonam Udasi,0.52490207838599,0.30553271596615494,0.6525688424232636,0.006319230951157992,0.6610060566768187,6,Tata Mutual Fund,2,6.6,27.8,10.0,0.5824036212871266,-0.13076032751744696,-0.5334373072384333,0.43758821443475115,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,33
Tata Equity Saving Fund,-1.0678704072549925,0.8203147379875227,-1.2330278610644225,-0.5554643496036954,0.6428817921498922,Sailesh Jain,0.57139052382513,-0.07189478823587593,-0.6820531487316294,-0.10875354463192176,0.6610060566768187,4,Tata Mutual Fund,3,3.4,12.0,7.5,0.6167645219912105,1.6085894399612581,-0.37250119229767925,0.018826887566190668,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Tata Ethical Fund,-1.0678704072549925,0.8203147379875227,0.5058865289248091,-0.34795246627786497,0.6428817921498922,Abhinav Sharma,0.09100992095401685,0.6914100896652463,0.5937688981408248,-0.2698554304482338,0.6415369201202917,6,Tata Mutual Fund,0,-1.6,27.9,13.1,0.25597506459833297,-0.1525159161486587,-0.5309155030509624,0.8657247948899215,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,33
Tata Flexi Cap Fund,-1.0678704072549925,0.8203147379875227,0.14537988709777344,-0.2570992134604484,-1.3005424760733453,Sonam Udasi,-0.040707341123546355,-1.1112287363743043,0.5117224642583519,-0.15478265486515377,0.05746282342448104,6,Tata Mutual Fund,2,-2.5,21.3,8.9,-0.013185324250321834,-0.2030753547529283,-0.5271355856294933,-0.8968228793926769,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Tata Floating Rate Fund,-1.0678704072549925,0.8203147379875227,-0.8513149461887375,-0.5427907025720221,-2.4665970370072876,Akhil Mittal,0.1723647004725118,-0.16484335270354022,0.25874595978739345,0.006319230951157992,0.17427764276364324,2,Tata Mutual Fund,4,5.6,18.15,8.9,0.17866303801414454,0.6193785379342054,-0.5131072656454442,-0.5443133445361573,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Tata Focused Equity Fund,-1.0678704072549925,0.8203147379875227,-0.5120145774103507,-0.39208118907489586,-2.07791218336264,Meeta Shetty,0.3312002223895734,-0.36200697430161616,0.8932383818118511,0.23646478211731775,0.44684555455502134,6,Tata Mutual Fund,3,0.4,28.4,8.9,0.3762382170626255,0.6504323270160008,-0.5424030975019225,-0.552438564311219,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Tata Gilt Securities Fund,-1.0678704072549925,0.8203147379875227,0.4210614367302126,-0.5380571717529635,0.6428817921498922,Akhil Mittal,-1.7995201935710086,-0.6633856530301036,-0.977420310708532,-0.4539718713811615,-1.8115742860021127,2,Tata Mutual Fund,2,5.2,4.8,6.9,-1.8629471454868212,-0.7623495360239929,-0.1948931036892515,-0.637440863496479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Tata Hybrid Equity Fund,-1.0678704072549925,0.8203147379875227,0.7391555324599501,-0.09371605293164884,0.6428817921498922,Chandraprakash Padiyar,0.47841363294684996,0.09710260170533197,0.30250405785804574,-0.03970987928207401,0.5247221007811295,6,Tata Mutual Fund,3,6.2,22.8,10.5,0.5079550030949456,-0.3520542911760628,-0.5158343990508413,0.20633195929838202,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Tata India Consumer Fund,-1.0678704072549925,0.8203147379875227,0.4422677097788618,-0.37162012037315834,-0.5231727687840503,Sonam Udasi,0.11425414367358668,-0.29440801832513297,0.5117224642583519,-0.2928699855648498,0.21321591587669733,6,Tata Mutual Fund,2,2.8,23.0,10.6,0.14716554570206808,-0.2628766024683984,-0.5271355856294933,-0.3574332897097399,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,33
Tata India Pharma & Healthcare Fund,-1.0678704072549925,0.8203147379875227,0.6543304402653535,-0.5030901215089494,-0.5231727687840503,Meeta Shetty,-0.17242460320110956,0.07175299321415084,1.1735636975769665,0.006319230951157992,-0.39032731737564036,6,Tata Mutual Fund,0,-8.1,21.7,14.8,-0.242257995610879,-0.35779371202790317,-0.5507207663692743,-0.07305059758258302,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,33
Tata India Tax Savings Fund,-0.10995788207717416,-1.0713053680231932,0.12417361404912425,-0.10715317267607347,-0.1344879151394028,Tejas Gutka,0.5636424495852731,-0.5619872190653787,0.8344384375294117,0.19043567188408575,0.36896900832891316,6,Tata Mutual Fund,0,2.2,26.5,12.0,0.5251354534469875,-0.02258477835610985,-0.5403919866689045,-0.551813547405445,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Tata Infrastructure Fund,-1.0678704072549925,0.8203147379875227,1.523787635259969,-0.4320871592230692,0.6428817921498922,Abhinav Sharma,0.6876116374229798,1.975790253218426,0.9575080883531214,-0.5230155367310095,1.030919651250832,6,Tata Mutual Fund,3,14.0,35.0,13.1,0.8114762926476841,-0.2785746035325452,-0.5444858642195943,2.2907633400545757,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,33
Tata Large & Mid Cap Fund,-1.0678704072549925,0.8203147379875227,0.39985516368156343,-0.015231058060804943,0.6428817921498922,Chandraprakash Padiyar,0.6488712662236966,0.043586761557282826,0.8795639761647721,0.19043567188408575,0.5052529642246024,6,Tata Mutual Fund,4,8.8,33.5,14.0,0.6282181555592381,0.04684799937190132,-0.5419447117904416,0.1469553532498548,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Tata Large Cap Fund,-1.0678704072549925,0.8203147379875227,1.1420747203842843,-0.368718924064703,0.6428817921498922,Amey Sathe,0.32345214814971657,-0.5563539727340052,0.8016198639764228,0.19043567188408575,0.2910924621028055,6,Tata Mutual Fund,2,1.8,25.7,11.3,0.3246968660065002,-0.3768120532886555,-0.5392225023638723,-0.5186876513994245,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Tata Liquid Fund,-1.0678704072549925,0.8203147379875227,-1.0421714036265801,2.203726034279863,0.6428817921498922,Amit Somani,1.2532210569325162,-0.28314152566238576,-1.334322298097289,-0.13176809974853776,-0.5266112732713294,2,Tata Mutual Fund,3,5.6,4.4,5.3,0.7713885751595864,-0.37115777234981934,2.7135632022867306,-0.2155544520990485,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Tata Mid Cap Growth Fund,-1.0678704072549925,0.8203147379875227,0.5907116211194059,-0.3085572742998927,0.6428817921498922,Satish Chandra Mishra,0.5171540041461331,-0.6380360445389223,0.7934152205881754,0.029333786067773992,0.797290012572508,6,Tata Mutual Fund,3,1.3,29.2,13.5,0.6167645219912105,-0.14963349529532466,-0.5389246286986649,-0.6093151027366502,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,33
Tata Money Market Fund,-1.0678704072549925,0.8203147379875227,-1.1269964958211767,0.7687027233923323,0.6428817921498922,Amit Somani,1.5166555810876425,0.13935194919063393,-1.2974014028501764,0.7427849946828693,1.6539320210596962,3,Tata Mutual Fund,5,5.7,5.6,4.8,1.6075038256256202,-0.07089412856982043,1.32955583060737,0.2532082272314298,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,33
Tata Nifty 50 Index Fund,-1.0678704072549925,0.8203147379875227,-1.1482027688698258,-0.5208026884447818,0.6428817921498922,Sonam Udasi,0.6333751177439834,-0.8408329124683718,0.8686244516471088,0.2824938923505497,0.21321591587669733,6,Tata Mutual Fund,3,1.0,25.6,12.0,0.5308622702310014,3.1113868347920475,-0.541574000340576,-0.83432118881528,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Tata Overnight Fund,1.2584885824625665,0.8203147379875227,-1.29664668021037,-0.08302743495312924,-1.6892273297179927,Amit Somani,-2.375357071077156,-0.5507207264026316,-1.338424619791413,-0.9833066390633292,-2.5334898695181347,1,Tata Mutual Fund,3,5.4,3.9,8.9,-2.5009145352259727,0.18932948677155076,2.999148259115362,-0.6005648660558147,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,33
Tata Resources & Energy Fund,-1.0678704072549925,0.8203147379875227,0.4422677097788618,-0.5417218407741702,-0.5231727687840503,Satish Chandra Mishra,-0.11818808352211305,3.637710585900265,1.3978239501890592,-0.8452193083636332,0.4663146911115484,6,Tata Mutual Fund,0,-3.4,34.7,15.5,0.049809660373831326,0.0591568177245458,-0.5561689217756985,2.696486814268692,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,33
Tata Retirement Savings Fund,-1.0678704072549925,0.8203147379875227,-0.045476570340069015,-0.33940157189504927,0.6428817921498922,Murthy Nagarajan,-0.3118899395185296,-0.6493025372016695,-0.7422205335787763,-0.31588454068146576,-0.15669767869731593,6,Tata Mutual Fund,3,0.5,19.3,9.4,-0.2766188963149626,-0.18504235847795877,-0.34953375827705113,-0.6218154408521297,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,33
Tata S&P BSE Sensex Index Fund,-1.0678704072549925,0.8203147379875227,-0.914933765334685,-0.5505781242420864,0.6428817921498922,Sonam Udasi,0.43967326174756677,-1.0295466645693871,0.9041779063295139,0.30550844746716577,0.11587023309406215,6,Tata Mutual Fund,4,2.4,25.1,12.8,0.35905776671058354,1.432453001952924,-0.5427658653246569,-1.0437018522495602,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Tata Short Term Bond Fund,-1.0678704072549925,2.922114855777207,-0.7028710348481934,-0.2303776685141494,0.6428817921498922,Murthy Nagarajan,-0.5830725379135129,0.6519773653456312,-1.1305736539558149,2.9982113961112358,-0.4097964539321674,2,Tata Mutual Fund,3,4.7,6.6,5.8,-0.5515061019476312,-0.4491558131351564,0.058731367992124944,0.8219736114857438,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,33
Tata Small Cap Fund,-1.0678704072549925,0.8203147379875227,-0.9361400383833341,-0.07325498422991132,-1.6892273297179927,Chandraprakash Padiyar,1.0440230524563863,2.4940489157047967,0.9971638647296499,-0.20081176509838577,1.790215976955386,6,Tata Mutual Fund,4,17.1,44.1,8.9,1.298255719288868,3.35231350430951,-0.5457149409406553,0.7507216842275108,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,33
Tata Treasury Advantage Fund,-1.0678704072549925,0.8203147379875227,-0.8513149461887375,-0.17983577493000671,0.6428817921498922,Akhil Mittal,0.26921562847072006,0.18441791984162273,-1.2673177104266031,0.9729305458490293,0.7388826029029268,2,Tata Mutual Fund,3,5.0,5.6,5.2,0.41632593455072314,-0.42839938243362025,0.8369856682013512,0.30320957969334755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Tata Ultra Short Term Fund,-1.0678704072549925,0.8203147379875227,-0.9573463114319833,-0.32840756483142913,-1.6892273297179927,Akhil Mittal,1.1679922402940925,0.006970660403354481,-1.3206478924502103,0.5586685537499417,1.614993747946642,2,Tata Mutual Fund,4,5.5,5.1,8.9,1.3383434367769655,-0.3849888827553713,2.019427484693424,-0.3530581713693221,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,33
Tata Young Citizens Fund,-0.10995788207717416,-1.0713053680231932,2.3296260111086378,-0.5379044772104132,0.6428817921498922,Amey Sathe,0.16849066335258353,-0.2775082793310122,0.7318803951763209,0.098377451417622,0.5052529642246024,6,Tata Mutual Fund,0,1.5,27.3,10.3,0.27315551495037493,-0.5160515250339998,-0.5366170212687531,-0.20930428304130883,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33
Taurus Banking & Financial Services-Direct Growth,1.2584885824625665,0.8203147379875227,2.0327381884275493,-0.5754856580228881,0.6428817921498922,Hardik Shah,-0.3971187561569528,-0.7478843480007075,1.7000283149895015,0.029333786067773992,-0.5266112732713294,6,Taurus Mutual Fund,4,9.0,21.9,11.9,-0.4484233998353804,-0.5654921975813844,-0.5622582900145883,-0.7311933993625747,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,34
Taurus Discovery (Midcap) Fund,1.2584885824625665,0.8203147379875227,2.5841012876924276,-0.5658475784971144,0.6428817921498922,Hardik Shah,-0.2731495683192464,-2.173095669838227,0.9944289836002342,0.16742111676747,0.13533936965058918,6,Taurus Mutual Fund,3,3.6,26.4,10.9,-0.16208256063468415,-0.5515349102874341,-0.545631491574696,-2.312486170970722,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34
Taurus Ethical Fund,1.2584885824625665,0.8203147379875227,1.014837082092389,-0.5643206330716116,0.6428817921498922,Anuj Kapil,0.021277252795306997,-0.44932229243790683,0.5035178208701045,-0.2928699855648498,0.17427764276364324,6,Taurus Mutual Fund,0,-3.5,22.3,11.4,0.06699011072587326,-0.42258588801878366,-0.5267395421963694,-0.39993443930237,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,34
Taurus Flexi Cap Fund,1.2584885824625665,0.8203147379875227,2.5841012876924276,-0.5415691462316199,0.6428817921498922,Ankit Tikmany,-0.7302859484707893,-2.043531004216635,0.831703556399996,0.121392006534238,-0.35138904426258627,6,Taurus Mutual Fund,1,-4.1,20.2,5.4,-0.6431351704918542,-0.6324164567466447,-0.5402958515012147,-2.1687322826427082,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34
Taurus Infrastructure Fund,1.2584885824625665,0.8203147379875227,2.5841012876924276,-0.5754856580228881,0.6428817921498922,Neha Raichura,0.03677340127502034,0.34214881712008344,0.831703556399996,-0.6841174225473213,0.23268505243322435,6,Taurus Mutual Fund,3,-0.7,25.3,8.9,0.09562419464594281,-0.5658848620785843,-0.5402958515012147,0.4782143133100594,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,34
Taurus Largecap Equity Fund,1.2584885824625665,0.8203147379875227,-0.5544271235076491,-0.5725661383693268,0.6428817921498922,Ankit Tikmany,-0.7690263196700727,-2.260410987974518,0.9711824940002,0.23646478211731775,-0.5071421367148026,6,Taurus Mutual Fund,1,-2.5,19.5,7.6,-0.7175837886840352,0.2140926579041788,-0.5449143546410808,-2.409363791365687,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34
Taurus Nifty 50 Index Fund,1.2584885824625665,0.8203147379875227,-0.5544271235076491,-0.5754856580228881,0.6428817921498922,Ramneek Kundra,0.5094059299062766,-0.7760505796575754,0.859052367694154,0.2824938923505497,0.2521541889897514,6,Taurus Mutual Fund,0,1.2,25.8,12.3,0.4506868352548065,0.5727165753620805,-0.5412466646156,-0.7624442446512733,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34
Taurus Tax Shield – Direct Growth,-0.10995788207717416,-1.0713053680231932,2.1811820997680935,-0.5681379966353687,0.6428817921498922,Ramneek Kundra,-0.009715044164119677,-0.07752803456724953,0.48710853409360977,-0.22382632021500176,0.5247221007811295,6,Taurus Mutual Fund,3,6.8,24.4,10.6,0.14716554570206808,-0.542667249350447,-0.5259370483569938,0.01257671850845098,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34
Templeton India Equity Income Fund,-0.10995788207717416,0.8203147379875227,1.2693123586761794,-0.3710093422029572,0.6428817921498922,Anand Radhakrishnan,0.9587942358179631,3.181304968132376,0.4474527577170813,-0.3619136509146978,1.8922342525115876,6,Franklin Templeton Mutual Fund,0,8.3,37.7,14.5,1.2652692546129483,-0.16956708869522535,-0.5239383939086367,3.628299518410875,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8
Templeton India Value Fund,-0.10995788207717416,0.8203147379875227,0.4422677097788618,-0.4481200861908486,0.6428817921498922,Anand Radhakrishnan,0.8503211964599697,2.325051525763589,1.1708288164475509,0.2824938923505497,1.089327060920413,6,Franklin Templeton Mutual Fund,3,13.1,39.4,12.3,0.9489198954640184,0.1885206702806855,-0.5506484274888527,2.6782738216344377,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8
TRUSTMF Banking & PSU Debt Fund,1.2584885824625665,-0.8611253562442248,-1.0421714036265801,-0.5244673574659886,-2.4665970370072876,Anand Nevatia,0.1723647004725118,-0.16484335270354022,0.25874595978739345,0.006319230951157992,0.17427764276364324,3,Trust Mutual Fund,2,3.0,18.15,8.9,0.17866303801414454,1.2687671680414963,-0.5131072656454442,-0.5443133445361573,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35
TRUSTMF Liquid Fund,1.2584885824625665,-0.8611253562442248,-1.275440407161721,-0.5458445934230277,-2.4665970370072876,Anand Nevatia,0.1723647004725118,-0.16484335270354022,0.25874595978739345,0.006319230951157992,0.17427764276364324,2,Trust Mutual Fund,2,5.6,18.15,8.9,0.17866303801414454,3.6497000881976702,-0.5131072656454442,-0.5443133445361573,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35
TRUSTMF Short Term Fund,1.2584885824625665,-0.8611253562442248,-0.9997588575292817,-0.5627936876461088,-2.4665970370072876,Anand Nevatia,0.1723647004725118,-0.16484335270354022,0.25874595978739345,0.006319230951157992,0.17427764276364324,2,Trust Mutual Fund,2,4.2,18.15,8.9,0.17866303801414454,1.080540489086969,-0.5131072656454442,-0.5443133445361573,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,35
Union Arbitrage Fund,-0.10995788207717416,-0.8611253562442248,-0.5544271235076491,-0.566152967582215,-1.6892273297179927,Vishal Thakker,-1.2803992195006124,-0.2577919171712046,-1.2864618783325132,-0.15478265486515377,-1.11068536996714,1,Union Mutual Fund,3,5.0,4.4,8.9,-1.2730850167333865,-0.6454662553679346,1.1160887837077085,-0.4705613496548287,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37
Union Balanced Advantage Fund,-0.10995788207717416,-0.8611253562442248,0.5058865289248091,-0.3207728377039151,-1.3005424760733453,Parijat Agrawal,1.2454729826926596,-0.19582620752609503,-0.02021191541301439,-0.5000009816143935,0.3105615986593325,3,Union Mutual Fund,3,3.6,18.3,10.2,1.0119148800881719,-0.4083156020416072,-0.49161471500951714,-0.38899664345132545,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37
