entry_time,exit_time,direction,entry_fill,exit_fill,result,pnl,capital,risk_pct
2025-04-30 08:25:00+00:00,2025-05-01 09:45:00+00:00,short,94518.14,95472.86,SL,-0.909,89.0785,1.0
2025-05-01 12:45:00+00:00,2025-05-04 10:00:00+00:00,long,96419.63,95445.89,SL,-0.8996,88.1789,1.0
2025-05-04 13:15:00+00:00,2025-05-06 23:00:00+00:00,short,95346.02,96309.11,SL,-0.8907,87.2882,1.0
2025-05-07 00:20:00+00:00,2025-05-07 03:10:00+00:00,long,97393.74,96410.16,SL,-0.8815,86.4067,1.0
2025-05-07 08:30:00+00:00,2025-05-07 18:05:00+00:00,long,96989.46,96009.96,SL,-0.8726,85.534,1.0
2025-05-07 19:25:00+00:00,2025-05-07 21:25:00+00:00,short,95998.35,96968.03,SL,-0.864,84.6701,1.0
2025-05-08 00:55:00+00:00,2025-05-08 08:45:00+00:00,long,97779.79,99725.41,TP,1.6848,86.3548,1.0
2025-05-08 20:00:00+00:00,2025-05-08 21:20:00+00:00,long,101496.14,103515.71,TP,1.7183,88.0731,1.0
2025-05-09 20:00:00+00:00,2025-05-12 07:00:00+00:00,long,103257.84,105312.47,TP,1.7525,89.8256,1.0
2025-05-12 14:20:00+00:00,2025-05-12 18:25:00+00:00,short,103739.63,101675.01,TP,1.7877,91.6133,1.0
2025-05-13 01:35:00+00:00,2025-05-13 09:30:00+00:00,short,102250.98,103283.82,SL,-0.9254,90.6879,1.0
2025-05-13 11:40:00+00:00,2025-05-14 17:20:00+00:00,long,103827.06,102778.51,SL,-0.9159,89.772,1.0
2025-05-15 03:15:00+00:00,2025-05-15 17:20:00+00:00,short,102868.27,103907.34,SL,-0.9068,88.8653,1.0
2025-05-15 23:35:00+00:00,2025-05-17 01:20:00+00:00,long,103848.54,102799.78,SL,-0.8975,87.9678,1.0
2025-05-17 09:05:00+00:00,2025-05-18 13:40:00+00:00,short,103330.65,104374.39,SL,-0.8886,87.0792,1.0
2025-05-18 17:05:00+00:00,2025-05-18 18:00:00+00:00,long,105821.76,104753.07,SL,-0.8794,86.1998,1.0
