strategy,entry_time,exit_time,direction,entry_price,exit_price,result,pnl_usd,capital
BB v2 (Trend+RSI+Wide),2025-12-17 14:00:00+00:00,2025-12-17 15:00:00+00:00,long,89451.8,87302.05,SL,-1.3963,138.2296
BB v2 (Trend+RSI+Wide),2025-12-18 19:00:00+00:00,2025-12-18 21:00:00+00:00,short,84542.45,85600.07,SL,-1.3823,136.8473
BB v2 (Trend+RSI+Wide),2025-12-21 08:00:00+00:00,2025-12-21 13:00:00+00:00,long,88532.27,87643.1,SL,-1.3685,135.4788
BB v2 (Trend+RSI+Wide),2025-12-22 09:00:00+00:00,2025-12-22 19:00:00+00:00,long,89726.6,88039.94,SL,-1.3548,134.124
BB v2 (Trend+RSI+Wide),2025-12-26 00:00:00+00:00,2025-12-26 02:00:00+00:00,short,87041.66,89091.08,SL,-1.3412,132.7828
BB v2 (Trend+RSI+Wide),2025-12-29 00:00:00+00:00,2025-12-29 03:00:00+00:00,long,88226.78,90032.41,TP,2.6557,135.4384
BB v2 (Trend+RSI+Wide),2025-12-30 14:00:00+00:00,2025-12-30 20:00:00+00:00,long,88834.18,87831.09,SL,-1.3544,134.084
BB v2 (Trend+RSI+Wide),2026-01-01 19:00:00+00:00,2026-01-02 16:00:00+00:00,long,88222.26,90346.58,TP,2.6817,136.7657
BB v2 (Trend+RSI+Wide),2026-01-05 17:00:00+00:00,2026-01-06 07:00:00+00:00,long,94264.96,93213.9,SL,-1.3677,135.3981
BB v2 (Trend+RSI+Wide),2026-01-07 18:00:00+00:00,2026-01-09 16:00:00+00:00,short,90691.76,91527.29,SL,-1.354,134.0441
BB v2 (Trend+RSI+Wide),2026-01-11 12:00:00+00:00,2026-01-13 14:00:00+00:00,long,90825.19,92453.84,TP,2.6809,136.725
BB v2 (Trend+RSI+Wide),2026-01-13 15:00:00+00:00,2026-01-13 22:00:00+00:00,long,93283.03,95667.83,TP,2.7345,139.4595
BB v2 (Trend+RSI+Wide),2026-01-18 22:00:00+00:00,2026-01-18 23:00:00+00:00,long,95458.41,93655.67,SL,-1.3946,138.0649
BB v2 (Trend+RSI+Wide),2026-01-20 22:00:00+00:00,2026-01-21 03:00:00+00:00,short,88411.83,89315.88,SL,-1.3806,136.6842
BB v2 (Trend+RSI+Wide),2026-01-25 03:00:00+00:00,2026-01-25 18:00:00+00:00,short,88839.12,87338.19,TP,2.7337,139.4179
BB v2 (Trend+RSI+Wide),2026-01-29 01:00:00+00:00,2026-01-29 14:00:00+00:00,short,88487.02,86876.08,TP,2.7884,142.2063
BB v2 (Trend+RSI+Wide),2026-01-31 14:00:00+00:00,2026-01-31 17:00:00+00:00,short,81360.44,78709.9,TP,2.8441,145.0504
BB v2 (Trend+RSI+Wide),2026-02-01 21:00:00+00:00,2026-02-01 22:00:00+00:00,short,76405.0,77248.17,SL,-1.4505,143.5999
BB v2 (Trend+RSI+Wide),2026-02-02 05:00:00+00:00,2026-02-02 06:00:00+00:00,short,75453.4,76386.55,SL,-1.436,142.1639
BB v2 (Trend+RSI+Wide),2026-02-03 16:00:00+00:00,2026-02-03 17:00:00+00:00,short,76518.6,74846.29,TP,2.8433,145.0072
BB v2 (Trend+RSI+Wide),2026-02-05 17:00:00+00:00,2026-02-05 20:00:00+00:00,short,66066.13,63543.18,TP,2.9001,147.9073
BB v2 (Trend+RSI+Wide),2026-02-12 16:00:00+00:00,2026-02-13 01:00:00+00:00,short,65785.01,66330.48,SL,-1.4791,146.4282
BB v2 (Trend+RSI+Wide),2026-02-15 13:00:00+00:00,2026-02-16 12:00:00+00:00,short,68905.88,69743.8,SL,-1.4643,144.9639
BB v2 (Trend+RSI+Wide),2026-02-18 18:00:00+00:00,2026-02-19 03:00:00+00:00,short,66301.73,66915.53,SL,-1.4496,143.5143
BB v2 (Trend+RSI+Wide),2026-02-23 00:00:00+00:00,2026-02-23 01:00:00+00:00,short,66794.61,64598.59,TP,2.8703,146.3846
BB v2 (Trend+RSI+Wide),2026-02-25 14:00:00+00:00,2026-02-25 16:00:00+00:00,long,66909.93,68298.89,TP,2.9277,149.3123
BB v2 (Trend+RSI+Wide),2026-03-02 15:00:00+00:00,2026-03-03 03:00:00+00:00,long,69062.39,68360.09,SL,-1.4931,147.8192
BB v2 (Trend+RSI+Wide),2026-03-04 15:00:00+00:00,2026-03-05 01:00:00+00:00,long,73245.12,72492.88,SL,-1.4782,146.341
BB v2 (Trend+RSI+Wide),2026-03-08 04:00:00+00:00,2026-03-08 06:00:00+00:00,short,66647.52,67190.83,SL,-1.4634,144.8776
BB v2 (Trend+RSI+Wide),2026-03-08 22:00:00+00:00,2026-03-09 03:00:00+00:00,short,66221.86,67198.79,SL,-1.4488,143.4288
BB v2 (Trend+RSI+Wide),2026-03-09 13:00:00+00:00,2026-03-09 18:00:00+00:00,long,69038.95,68344.58,SL,-1.4343,141.9945
BB v2 (Trend+RSI+Wide),2026-03-13 13:00:00+00:00,2026-03-13 14:00:00+00:00,long,73510.8,72419.11,SL,-1.4199,140.5746
BB v2 (Trend+RSI+Wide),2026-03-15 02:00:00+00:00,2026-03-15 22:00:00+00:00,long,71461.34,72803.87,TP,2.8115,143.386
BB v2 (Trend+RSI+Wide),2026-03-16 03:00:00+00:00,2026-03-16 23:00:00+00:00,long,73661.48,74855.3,TP,2.8677,146.2538
BB v2 (Trend+RSI+Wide),2026-03-21 23:00:00+00:00,2026-03-22 02:00:00+00:00,short,68737.45,69313.6,SL,-1.4625,144.7912
BB v2 (Trend+RSI+Wide),2026-03-24 16:00:00+00:00,2026-03-24 20:00:00+00:00,short,69452.98,70043.51,SL,-1.4479,143.3433
BB v2 (Trend+RSI+Wide),2026-03-26 05:00:00+00:00,2026-03-26 17:00:00+00:00,short,69983.72,68448.48,TP,2.8669,146.2102
BB v2 (Trend+RSI+Wide),2026-03-29 22:00:00+00:00,2026-03-30 01:00:00+00:00,short,65802.93,66585.34,SL,-1.4621,144.7481
BB v2 (Trend+RSI+Wide),2026-04-01 06:00:00+00:00,2026-04-01 10:00:00+00:00,long,69125.27,68496.25,SL,-1.4475,143.3006
BB v2 (Trend+RSI+Wide),2026-04-02 01:00:00+00:00,2026-04-02 11:00:00+00:00,short,67328.82,66194.65,TP,2.866,146.1666
BB v2 (Trend+RSI+Wide),2026-04-05 20:00:00+00:00,2026-04-05 23:00:00+00:00,long,67613.85,68982.91,TP,2.9233,149.0899
BB v2 (Trend+RSI+Wide),2026-04-06 02:00:00+00:00,2026-04-07 01:00:00+00:00,long,69227.78,68407.5,SL,-1.4909,147.599
BB v2 (Trend+RSI+Wide),2026-04-09 15:00:00+00:00,2026-04-10 07:00:00+00:00,long,72103.43,71474.52,SL,-1.476,146.1231
BB v2 (Trend+RSI+Wide),2026-04-13 16:00:00+00:00,2026-04-13 19:00:00+00:00,long,72204.73,73373.98,TP,2.9225,149.0455
BB v2 (Trend+RSI+Wide),2026-04-13 22:00:00+00:00,2026-04-15 06:00:00+00:00,long,74640.61,73924.0,SL,-1.4905,147.5551
BB v2 (Trend+RSI+Wide),2026-04-17 08:00:00+00:00,2026-04-17 13:00:00+00:00,long,75789.99,77388.0,TP,2.9511,150.5062
BB v2 (Trend+RSI+Wide),2026-04-20 18:00:00+00:00,2026-04-21 02:00:00+00:00,long,76455.67,75613.75,SL,-1.5051,149.0011
BB v2 (Trend+RSI+Wide),2026-04-22 02:00:00+00:00,2026-04-22 13:00:00+00:00,long,77626.01,78887.44,TP,2.98,151.9811
BB v3 (Pullback Entry),2024-10-24 03:00:00+00:00,2024-10-24 19:00:00+00:00,long,67144.38,68237.12,TP,2.0,102.0
BB v3 (Pullback Entry),2024-12-09 00:00:00+00:00,2024-12-09 09:00:00+00:00,long,99684.64,98547.47,SL,-1.02,100.98
BB v3 (Pullback Entry),2025-02-16 08:00:00+00:00,2025-02-17 15:00:00+00:00,short,97176.92,95600.35,TP,2.0196,102.9996
BB v3 (Pullback Entry),2025-03-16 10:00:00+00:00,2025-03-16 22:00:00+00:00,short,83695.0,82135.68,TP,2.06,105.0596
BB v3 (Pullback Entry),2025-03-23 00:00:00+00:00,2025-03-23 12:00:00+00:00,short,83996.59,84716.34,SL,-1.0506,104.009
BB v3 (Pullback Entry),2025-05-21 17:00:00+00:00,2025-05-21 19:00:00+00:00,long,106395.48,108799.63,TP,2.0802,106.0892
BB v3 (Pullback Entry),2025-07-08 14:00:00+00:00,2025-07-09 19:00:00+00:00,long,108387.33,111779.75,TP,2.1218,108.211
BB v3 (Pullback Entry),2025-07-22 13:00:00+00:00,2025-07-25 02:00:00+00:00,long,118292.7,116533.93,SL,-1.0821,107.1288
BB v3 (Pullback Entry),2025-08-05 08:00:00+00:00,2025-08-06 15:00:00+00:00,short,114246.48,115471.45,SL,-1.0713,106.0576
BB v3 (Pullback Entry),2025-08-17 09:00:00+00:00,2025-08-17 23:00:00+00:00,long,118405.14,117453.91,SL,-1.0606,104.997
BB v3 (Pullback Entry),2025-09-07 09:00:00+00:00,2025-09-09 06:00:00+00:00,long,111096.42,113026.9,TP,2.0999,107.0969
BB v3 (Pullback Entry),2025-11-28 16:00:00+00:00,2025-12-01 00:00:00+00:00,long,90971.75,87154.76,SL,-1.071,106.026
BB v3 (Pullback Entry),2025-12-21 03:00:00+00:00,2025-12-21 09:00:00+00:00,short,88044.75,88842.47,SL,-1.0603,104.9657
BB v3 (Pullback Entry),2025-12-21 14:00:00+00:00,2025-12-22 00:00:00+00:00,short,88018.52,88837.76,SL,-1.0497,103.916
BB v3 (Pullback Entry),2025-12-26 01:00:00+00:00,2025-12-26 02:00:00+00:00,short,87385.88,89091.08,SL,-1.0392,102.8769
BB v3 (Pullback Entry),2026-01-01 20:00:00+00:00,2026-01-02 14:00:00+00:00,long,88146.33,89565.34,TP,2.0575,104.9344
BB v3 (Pullback Entry),2026-04-05 08:00:00+00:00,2026-04-05 20:00:00+00:00,short,66907.52,67613.85,SL,-1.0493,103.8851
